problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0509,Data Scientist,Developer Tools,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,584294,0,79194,40,hair_on_fire
P0510,Product Designer,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,381092,0,59566,44,hair_on_fire
P0511,Community Manager,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,119662,0,29064,2,hair_on_fire
P0512,Marketer,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,574395,1,6000,23,hair_on_fire
P0513,Community Manager,Growth,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,112257,1,24581,17,hair_on_fire
P0514,Data Scientist,Accessibility,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,864707,0,14125,55,hair_on_fire
P0515,Content Moderator,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,479705,0,568,69,vitamin
P0516,Content Moderator,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,969373,0,22760,18,hair_on_fire
P0517,Engineer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,528697,1,79822,33,hair_on_fire
P0518,Policy Analyst,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,308563,1,18111,54,hair_on_fire
P0519,Policy Analyst,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,210747,0,38086,46,hair_on_fire
P0520,Research Scientist,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,744958,0,73699,63,hair_on_fire
P0521,Data Scientist,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,847668,0,3312,50,hair_on_fire
P0522,Research Scientist,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,209712,1,21094,38,hair_on_fire
P0523,Policy Analyst,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,724241,1,0,71,hair_on_fire
P0524,Content Moderator,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,107558,0,73566,51,hair_on_fire
P0525,Product Designer,Monetization,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,971589,1,89803,42,hair_on_fire
P0526,Content Moderator,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,213052,1,83071,49,hair_on_fire
P0527,Product Designer,Accessibility,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,470716,0,9760,25,hair_on_fire
P0528,Research Scientist,Core Engineering,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,42708,1,0,35,hair_on_fire
P0529,Research Scientist,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,6019,1,20290,7,hair_on_fire
P0530,Research Scientist,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,811342,1,75061,72,hair_on_fire
P0531,Marketer,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,551016,0,68236,10,hair_on_fire
P0532,Research Scientist,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,96511,1,0,29,hair_on_fire
P0533,Marketer,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,307935,0,81039,69,hair_on_fire
P0534,Community Manager,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,701532,1,84182,33,hair_on_fire
P0535,Content Moderator,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,960524,0,70809,38,hair_on_fire
P0536,Content Moderator,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,510551,0,0,26,vitamin
P0537,Marketer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,175626,0,27627,29,hair_on_fire
P0538,Data Scientist,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,563976,1,9452,21,hair_on_fire
P0539,Content Moderator,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,39826,0,0,24,hair_on_fire
P0540,Policy Analyst,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,955338,1,59129,53,hair_on_fire
P0541,Data Scientist,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,408522,0,84072,10,hair_on_fire
P0542,Content Moderator,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,973228,0,0,40,hair_on_fire
P0543,Engineer,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,400041,1,4039,62,vitamin
P0544,Research Scientist,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,783128,1,71529,39,hair_on_fire
P0545,Research Scientist,Monetization,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,995686,0,72754,20,hair_on_fire
P0546,Engineer,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,600638,1,11157,41,hair_on_fire
P0547,Product Designer,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,432799,0,0,30,hair_on_fire
P0548,Policy Analyst,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,190267,0,71939,61,hair_on_fire
P0549,Engineer,Monetization,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,262965,0,0,64,vitamin
P0550,Marketer,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,704004,0,0,10,vitamin
P0551,Product Designer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,472636,1,40065,21,hair_on_fire
P0552,Marketer,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,176931,0,29035,57,hair_on_fire
P0553,Policy Analyst,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,712691,1,60666,59,hair_on_fire
P0554,Marketer,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,578569,0,0,12,vitamin
P0555,Policy Analyst,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,276121,0,2441,66,hair_on_fire
P0556,Content Moderator,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,950428,0,71233,71,hair_on_fire
P0557,Community Manager,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,411664,0,77280,39,hair_on_fire
P0558,Research Scientist,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,416159,1,86858,32,hair_on_fire
P0559,Research Scientist,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,167056,0,74162,20,hair_on_fire
P0560,Community Manager,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,229548,1,0,35,hair_on_fire
P0561,Marketer,Accessibility,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,701162,0,47349,51,hair_on_fire
P0562,Community Manager,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,41943,1,0,68,hair_on_fire
P0563,Policy Analyst,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,395056,1,85634,11,hair_on_fire
P0564,Policy Analyst,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,541555,1,45224,64,hair_on_fire
P0565,Community Manager,Platform Integrity,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,461367,0,0,67,vitamin
P0566,Policy Analyst,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,196084,0,94018,17,hair_on_fire
P0567,Product Designer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,755342,0,62759,63,hair_on_fire
P0568,Product Designer,Growth,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,23636,0,0,22,hair_on_fire
P0569,Research Scientist,Platform Integrity,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,58727,0,0,25,vitamin
P0570,Data Scientist,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,993367,0,0,62,vitamin
P0571,Community Manager,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,870799,1,76368,25,hair_on_fire
P0572,Policy Analyst,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,967256,1,9023,31,hair_on_fire
P0573,Data Scientist,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,113944,0,0,66,vitamin
P0574,Data Scientist,Growth,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,186140,1,78618,6,hair_on_fire
P0575,Engineer,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,691523,0,70685,2,hair_on_fire
P0576,Data Scientist,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,917419,0,56224,31,hair_on_fire
P0577,Community Manager,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,617761,0,33360,63,hair_on_fire
P0578,Product Designer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,627454,1,0,2,vitamin
P0579,Content Moderator,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,393347,0,41405,54,hair_on_fire
P0580,Marketer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,446868,1,0,70,vitamin
P0581,Data Scientist,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,713766,1,54162,72,hair_on_fire
P0582,Community Manager,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,586352,1,0,41,hair_on_fire
P0583,Marketer,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,896631,0,58536,22,hair_on_fire
P0584,Engineer,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,824365,1,80481,8,hair_on_fire
P0585,Research Scientist,Developer Tools,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,843542,0,61822,57,hair_on_fire
P0586,Engineer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,232642,1,0,6,vitamin
P0587,Data Scientist,Developer Tools,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,746272,0,22973,65,hair_on_fire
P0588,Community Manager,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,891984,1,0,67,hair_on_fire
P0589,Product Designer,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,377314,0,20636,13,hair_on_fire
P0590,Policy Analyst,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,702291,1,26255,68,hair_on_fire
P0591,Content Moderator,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,576389,1,73284,46,hair_on_fire
P0592,Marketer,Monetization,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,635918,0,52947,2,hair_on_fire
P0593,Policy Analyst,Growth,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,530929,0,65951,39,hair_on_fire
P0594,Marketer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,918771,1,49424,63,hair_on_fire
P0595,Product Designer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,714803,1,3584,63,vitamin
P0596,Engineer,Monetization,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,401361,0,30137,42,hair_on_fire
P0597,Data Scientist,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,734961,1,0,13,hair_on_fire
P0598,Data Scientist,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,581589,0,46338,29,hair_on_fire
P0599,Policy Analyst,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,523338,0,0,32,hair_on_fire
P0600,Policy Analyst,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,212716,0,46665,21,hair_on_fire
P0601,Engineer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,708740,1,70972,7,hair_on_fire
P0602,Community Manager,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,516356,1,66995,37,hair_on_fire
P0603,Data Scientist,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,56878,1,70879,6,hair_on_fire
P0604,Marketer,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,479504,0,60302,42,hair_on_fire
P0605,Content Moderator,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,397959,0,80318,35,hair_on_fire
P0606,Research Scientist,Monetization,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,282595,1,44970,48,hair_on_fire
P0607,Research Scientist,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,220859,1,48799,48,hair_on_fire
P0608,Data Scientist,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,188727,0,89916,31,hair_on_fire
P0609,Engineer,Monetization,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,582416,1,25698,20,hair_on_fire
P0610,Research Scientist,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,185286,1,82660,68,hair_on_fire
P0611,Marketer,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,263265,0,90510,22,hair_on_fire
P0612,Content Moderator,Accessibility,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,499787,0,43864,35,hair_on_fire
P0613,Marketer,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,360957,0,46018,27,hair_on_fire
P0614,Research Scientist,Monetization,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,340981,1,58580,12,hair_on_fire
P0615,Data Scientist,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,662498,0,83962,45,hair_on_fire
P0616,Data Scientist,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,83054,0,41088,42,hair_on_fire
P0617,Policy Analyst,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,284524,1,47600,68,hair_on_fire
P0618,Community Manager,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,192918,0,0,32,vitamin
P0619,Policy Analyst,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,175118,1,0,10,hair_on_fire
P0620,Community Manager,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,808482,1,10911,15,hair_on_fire
P0621,Policy Analyst,Growth,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,686741,1,32426,38,hair_on_fire
P0622,Community Manager,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,552429,0,0,47,vitamin
P0623,Marketer,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,913303,1,17709,71,hair_on_fire
P0624,Research Scientist,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,548987,1,63131,71,hair_on_fire
P0625,Product Designer,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,322923,1,20410,40,hair_on_fire
P0626,Content Moderator,Platform Integrity,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,360689,1,1090,64,vitamin
P0627,Community Manager,Monetization,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,803172,1,78250,31,hair_on_fire
P0628,Content Moderator,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,431836,1,21400,51,hair_on_fire
P0629,Data Scientist,Accessibility,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,83157,1,67713,36,hair_on_fire
P0630,Policy Analyst,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,197232,0,0,39,hair_on_fire
P0631,Engineer,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,285453,1,0,4,vitamin
P0632,Research Scientist,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,195069,0,0,18,hair_on_fire
P0633,Community Manager,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,94678,0,0,29,hair_on_fire
P0634,Marketer,Developer Tools,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,823992,1,60776,6,hair_on_fire
P0635,Marketer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,58860,1,9356,71,hair_on_fire
P0636,Community Manager,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,939308,1,1653,17,hair_on_fire
P0637,Product Designer,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,259268,0,0,14,vitamin
P0638,Product Designer,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,714644,1,20789,7,hair_on_fire
P0639,Engineer,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,669636,1,0,8,vitamin
P0640,Product Designer,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,663753,1,21936,37,hair_on_fire
P0641,Engineer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,9463,0,90538,62,hair_on_fire
P0642,Research Scientist,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,260904,0,89908,45,hair_on_fire
P0643,Content Moderator,Platform Integrity,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,675985,0,14076,18,hair_on_fire
P0644,Community Manager,Accessibility,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,585572,1,57503,26,hair_on_fire
P0645,Content Moderator,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,759687,0,0,7,hair_on_fire
P0646,Community Manager,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,569197,1,0,25,vitamin
P0647,Marketer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,288798,0,0,21,vitamin
P0648,Community Manager,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,568015,1,83627,66,hair_on_fire
P0649,Data Scientist,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,649938,1,31298,43,hair_on_fire
P0650,Engineer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,549626,1,20202,38,hair_on_fire
P0651,Marketer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,115930,0,8739,7,hair_on_fire
P0652,Research Scientist,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,211995,0,12943,6,hair_on_fire
P0653,Data Scientist,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,51570,1,0,11,vitamin
P0654,Content Moderator,Accessibility,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,973601,0,83744,9,hair_on_fire
P0655,Marketer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,832931,0,34840,69,hair_on_fire
P0656,Content Moderator,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,81821,0,12729,14,hair_on_fire
P0657,Product Designer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,202600,0,23448,55,hair_on_fire
P0658,Engineer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,736777,1,21864,25,hair_on_fire
P0659,Data Scientist,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,559935,1,41307,72,hair_on_fire
P0660,Marketer,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,801405,1,42395,32,hair_on_fire
P0661,Product Designer,Developer Tools,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,377596,1,52047,2,hair_on_fire
P0662,Content Moderator,Monetization,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,542852,0,39562,2,hair_on_fire
P0663,Policy Analyst,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,897387,1,0,37,hair_on_fire
P0664,Research Scientist,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,482832,1,0,35,hair_on_fire
P0665,Marketer,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,268791,1,0,53,hair_on_fire
P0666,Product Designer,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,831520,1,0,14,hair_on_fire
P0667,Policy Analyst,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,82389,0,43829,46,hair_on_fire
P0668,Data Scientist,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,912137,0,78944,3,hair_on_fire
P0669,Data Scientist,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,549955,0,74044,21,hair_on_fire
P0670,Marketer,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,53073,1,98676,66,hair_on_fire
P0671,Engineer,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,303959,1,0,45,hair_on_fire
P0672,Engineer,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,574879,1,0,53,hair_on_fire
P0673,Data Scientist,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,504383,0,85491,27,hair_on_fire
P0674,Product Designer,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,279290,1,75499,13,hair_on_fire
P0675,Engineer,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,383110,1,0,46,hair_on_fire
